Name,Address,P.O.Box,Phone,Mobile,Email,Webpage,Fax,Country,City
Mickey's International The Children World Pre-School,Jhamsikhel,"135,Ltp",5522287,,crab@wlink.com.np,,,,
Milan Vidya Mandir High School,Anamnagar,,"4232343,4258566",,,,,,
Milestone Int'l College,Balkumari,12671,"5539060,5547582",,info@milestone.edu.np,www.milestone.edu.np,,,
Milestone Pre School,Nakkhudobato,,"016203388,5527097",,milestone@broadlink.com.np,,,,
Millennium Higher Secondary School,Tansen-8,,075-520135,,,,,,
Millennium International Academy,Lokhanthali,,6634358,,,,,,
Mills Berry Kid's World,Maharajgunj,,4373368,,info@millsberry.com.np,www.millsberry.com.np,,,
Mills Berry Kids World,NewBaneshwor,,4466580,,info@millsberry.com.np,www.millsberry.com.np,,,
Mills Madyamik Bidyalaya,Rani,,523206,,,,,,
Miltonse Int'l College,BalkumariLalitpur,,9851073799,,,,,,
Minar English Boarding School,Basundhara,,4378532,,mebschool@wlink.com.np,,,,
Minar English School,Boudha,,21422552,,,sourcesNpabsan,,,
Minarva English School,Bhaktapur,,6612626,,,,,,
Mini Land Secondary School,Baneshwor,,4494356,,,,,,
Miniland English High School,Thali,,"4450461,4450935",,schoolminiland@gmail.com,,,,
Miniland Secondary School,PaniTanki,,"525530,528995",,,,,,
Mission Public School,Chabahil,,4487376,,,sourcesNpabsan,,,
Mitra High School,Kalimati,,4272795,,,,,,
Mitra Primary School,Chakupat,,5522899,,,,,,
Model Academy,Chabahil,,4472355,,,sourcesNpabsan,,,
Model Higher Secondary School,Janakpur,,523666,,,,,,
Model International School,Thankot,,4310528,,,,,,
Modern Era English School,"Dhangadi,Kailali",,"091-523202,524876",,,,,,
Modern Graded English Secondary School,Kusunti,,5543423,,,,,,
Modern Indian School,Chobhar,,"4330163,4330088",,mischl@wlink.com.np,,,,
Modern Newa English School,DurbarMarg,"4357,Ktm","4247703,9851075915",,newaschool@mail.com.np,www.newaschool.com.np,4249451,,
Modern Preparatory Secondary Boarding School,Itahari,,580328,,,,,,
Modern Public Higher Secondary School,Nepalgunj,,522204,,,,,,
Mohan Higher Secondary School,Siraha,,033-529210,,,,,,
Monastic English Boarding School,Janakpur,,521107,,,,,,
Monastic Higher Secondary School,Janakpur,,522279,,,,,,
Montessori House School,Kumaripati,,"5537534,5549507",,montessorihouse@enet.com.np,,,,
Montessori Kinderworld,Maharajgunj,,"4379339,016910986",,mkwn@nepalmontessori.org,www.nepalmontessori.org,,,
Moon Light Secondary School,Satdobato,,5526787,,,,,,
Moonlight Higher Secondary School,Lalitpur,8975EPC2982,"5524311,5527525,5545654",,,,,,
Moonlight Secondary School,"Birgunj,Parsa",,525896,,,,,,
Moonshine Boarding High School,Dallu,,4278434,,,,,,
Moral Academy,NewBaneshwor,,4490661,,,,,,
Morang Model Residential School,"Urlabari-3,Morang",,540137,,,,540011,,
Morning Glory High School,Tripureshwor,"11364,Ktm","4261737,4253340",,morglory2002@yahoo.com,www.nepal-schools.com/morningglory,,,
Morning Star English Boarding School,Samakhushi,,4353412,,,,,,
Mother Teresa Memorial English Boarding School,Biratnagar,,523157,,,,,,
Mothercare International Play Group,Baluwatar,,4415669,,mcare96@gmail.com,www.mothercare.com.np,,,
Motherland Academy Secondary Boarding School,Baluwatar,"12079,Ktm","4427831,4415536",,,www.educationsansar.com,,,
Motherland Boarding  School,maligaun,,"4429248,4429249",,,sourcesNpabsan,,,
Motherland English School,kathmandu,,1621124,9849331561,rajan19901@live.com,,,Nepal,
Mount Admond School,"Birgunj,Parsa",,523081,,,,,,
Mount Annapurna Boarding School,Archalbot,,520718,,,,,,
Mount Carmel School,Satdobato,8975EPC2737,5529615,,mcarmel@wlink.com.np,,,,
Mount Chandragiri Eng. High School,Thankot,,4310555,,,,,,
Mount Everest Boarding School,NewRoad,,521672,,,,,,
Mount Everest English School,"Rajbiraj,Saptari",,031-520555,,,,,,
Mount Everest Higher Sec. Eng. School,"Simara-2,Bara",,520304,,,,,,
Mount Everest Higher Sec. Eng. School,"Simara-2,Bara",,053-520304,,,,,,
Mount Everest Higher Secondary School,"Gauradaha,Jhapa",,023-529703,,,,,,
Mount Everest Secondary Boarding School,Myagdi,,069-520427,,,,,,
Mount Gauri Shanker Secondary School,Baluwatar,8975EPC1180,"4423061,4438696",,mgss@info.com.np,www.mgss.edu.np,,,
Mount Glory English Boarding High School,Chagal,,4276477,,mntglory@gmail.com,,,,
Mount Glory International Boarding High School,Basundhara,,4363308,,,,,,
Mount Green English School,Jyatha,8974CPC334,4250653,,mountgreen@enet.com.np,,"4222567,4249592",,
Mount Hermon School,BuddhaChowk,,524745,,,,,,
Mount Kailash Boarding School,Samakhusi,,4350498,,,sourcesNpabsan,,,
Mount Kailash School,Kapan,"4435,Ktm",4811243,,,,,,
Mount Makalu Boarding School,Sainbu,,5590903,,,,,,
Mount Manasalu School,"Duhabi-4,Sunsari",,540322,,,,,,
Mount Moriah English Boarding School,"Sunsari,Dharan",,"527272,524530",,,,,,
Mount Olives High School,Nayabazar,,4357882,,,sourcesNpabsan,,,
Mount Sagarmatha,Thankot,,4310786,,,,,,
Mount Seb School,Pepsicola,,"2054343,6632659",,,,,,
Mount Sinai Boarding School,Chandol,,4435853,,,sourcesNpabsan,,,
Mount Ural Teaching Academy,Chandol,,4428727,,,sourcesNpabsan,,,
Mount View English Boarding School,Balkot-5,,"6632163,9851093575",,mvebs@wlink.com.np,,,,
Mount View High School,Chabahil,,"4498103,4471020",,,,,,
Mt. Sagarmatha Brilliant's Academy,Gurjudhara,,4310786,,,,,,
Mt. Valley Academy,"Charikot,Dolakha",,049-420262,,,,,,
Munal Boarding School,Maitripath,,540514,,,,,,
Munal English Boarding School,"Butwal-8,Jyotipath",,071-541727,,,,,,
My Land Academy,"Ranibari,Samakhusi",,4360548,,info@myland.edu.np,www.myland.edu.np,,,
N. K. Singh Memorial E.P.S. School,Lagan,"12350,Ktm",4253925,,eps@wlink.com.np,,,,
Naarad Adarsha Higher Secondary School,"Basaha-9,Udayapur",,035-421103,,,,,,
Nabodit Vidyakunj,Baneshwor,,9851022083,,,sourcesNpabsan,,,
Nagarjun Valley Academy,Erahiti,,4880519,,,,,,
Nagarjuna Academy,Kupondole,,"5520112,5541437",,info@nagarjuna.edu.np,www.nagarjuna.edu.np,5541437,,
Nagarjuna International College,Pulchowk,,"5010670,5010559,5520112",,info@nagarjuna.edu.np,www.nagarjuna.edu.np,,,
Nalanda English Secondary Boarding School,Satdobato,,"5541200,5523391",,,,,,
Namgyal Middle Boarding school,"NamgyalChowk,Swayambhu,KTM,Nepal",2766,14890197,,namgyalmiddleschool@gmail.com,www.nmbs.edu.np,4890098,Nepal,
Namo Buddha Secondary Boarding School,Shankhu,,663594,,nbuddha@wlink.com.np,,,,
Namuna Deep Boarding School,Sukedhara,,4374067,,,sourcesNpabsan,,,
Namuna Machhindra Madhyamik Vidhyalaya,Lagankhel,,5521156,,,,,,
Namuna Primary English Boarding School,Maru,,4255915,,,,,,
Namuna Vidya Mandir,Biratnagar-10,,527057,,,,,,
Nandadevi English School,Pokhara,,521164,,,,,,
Nandi Secondary School,Naxal,,4411754,,,,,,
Narayan Academy,Sitapaila,,4358299,,,sourcesNpabsan,,,
Nasa International Education Network,Tinkune,,"4460397,4479849",,info@nasacollge.com,www.nasacollege.com,,,
National Academy of Science & Commerce,Sunsarimaisthan,,523215,,,,,,
National Campus for Business Studies,Kamalpokhari,"14350,Ktm","4412684,4411298,4417109",,,,,,
National Children Academy,Gairidhara,,4419554,,,sourcesNpabsan,,,
National Children School,Kanibahal,,5544671,,,,,,
National College Centre for Development Studies,Baluwatar,,"4420871,4440410",,menavinjha@yahoo.com,www.nche.edu.np,,,
National College for Advanced Learning,Lainchour,,"4423706,4422050",,,,,,
National English School,Sitapaila,,2020312,,,sourcesNpabsan,,,
National Institute of Science,Bakhundole,,"5532854,5528697",,nispatan@enet.com.np,,,,
National Integrated College (NIC),Dillibazar,,"4442098,4442722",,niccollege@wlink.com.np,www.nic.edu.np,,,
National Model Eng. School,Bafal,,4381731,,,,,,
National Model Science,Gausala,,9851022083,,,sourcesNpabsan,,,
National Model Science School,Lainchour,,"4354886,2170388",,thenamss@yahoo.com,,,,
National Multiple College,Satdobato,,"5544367,5538025",,nnc.gmp@ntc.net.np,,,,
National Open College (NOC),Sanepa,8975EPC1665,"5548098,5520326",,noc@ntc.net.np,www.noc.edu.np,5520326,,
National Peace Boarding School,Gongabu,,4353212,,,,,,
National Polytechnic Higher Secondary School,Pokhara-8,,"528126,527596",,,,,,
National School of Sciences,Lainchour,"8659,Ktm","4423706,4422050,4435408",,,www.nist.edu.np,4428724,,
National Star Higher Secondary School,Chhetrapati,,4251807,,,,,,
Naulo Jyoti English Secondary School,Thimi,,6630626,,,,,,
Nav Prabhat Madhyamik Vidyalaya,NayaBazar,,520497,,,,,,
Nava Adarsha Secondary School,Basantapur,,4223341,,,,,,
Nava Arunima Lower Secondary School,"Jorpati,Arubari",,4472206,,navaarunimaschool@yahoo.com,www.arunima.edu.np,,,
Nava Jeewan HSS & College,Samakhushi,13544,"4364150,4352173",,navajeewan@yahoo.com,www.navajeewan.com,,,
Nava Jyoti English Higher Secondary School,Koteshwor,"2461,Ktm",4483389,,njess@enet.com.np,,,,
Nava Kiran Secondary School,Bhatbhateni,,4411508,,,,,,
Nava Kshitiz Sec. School,Koteshwor,,4478790,,,sourcesNpabsan,,,
Nava Manjushree Shiksha Sadan,Dallu,,"4275919,4270174",,,,,,
Nava Prabhat School,Pulchowk,8975EPC451,5526296,,rabindra@wlink.com.np,,,,
Nava Suryodaya English Secondary School,Sunakothi,,5570438,,nava_suryodaya@hotmail.com,,,,
Nava Yuyutshu E. School,Kapan,,2071817,,,sourcesNpabsan,,,
Navajyoti Madhyamik Vidyalaya,Bhaktapur,,6635733,9851037577,hemkth@yahoo.com,,,Nepal,
Navjeevan English Secondary School,Bagdole,,5526284,,torannjschool@yahoo.com,,,,
Navjyoti School,Barganchi,,520690,,jyoti@jnsh.wlink.com.np,,,,
Navodit Commerce College,Samakhusi,,"4351350,4360281",,,,,,
Navodit Vidya Kunja Secondary School,Samakhusi,,"4351350,4352273",,,,,,
Nawa Dipti Primary School,Mulpani,,4472679,,,sourcesNpabsan,,,
Nawa Jagriti Primary School,Boudha-6,,"4820741,9841442668",,,,,,
Nawa Jyoti English School,Inaruwa,,560512,,,,,,
Nawa Ratna English School,Thimi,,6633951,,,,,,
Nawayug Secondary School,Jyabahal,,4227158,,,,,,
Nawdeep Secondary English School,Chapagaon,,5570073,,,,,,
Nazareth School,Sanepa,,5528245,,,,,,
Neelgiri School,Paknajol,,4381258,,,,,,
Neelkantha Boarding School,"Mahankal,Boudha","21082,Ktm",4473371,,nsbs@wlink.com.np,,,,
Nepal Aadarsha Higher Secondary School,Kapilbastu,,076-529633,,,,,,
Nepal Adarsha Awasiya Vidhyalaya,"LekhnathMunicipality,Bhandardhik",,"520415,532725",,,,526554,,
Nepal Bon Society School,Maijubahal,,4486184,,,sourcesNpabsan,,,
Nepal Darshan Higher Secondary School,Urlabari,,539043,,,,,,
Nepal Ideal School,Baneshwor,,"4470773,9841271506",,,sourcesNpabsan,,,
Nepal Ideal School,Kalanki,,9841292846,,,,,,
Nepal Model Academy,Kapan,,4490454,,,,,,
Nepal Nalanda Secondary Boarding School,Siddharthanagar,,521811,,,,,,
Nepal Rastriya Higher Secondary School,"Simara,Bara",,053-520243,,,,,,
Nepal Rastriya Higher Secondary School,Balaju,,4350469,,,,,,
Nepal Ved Vidhyashram Secondary School,Bankali,,4470636,,,,,,
Neptune Boarding High School,Bagbazar,,4255124,,nepschool@hotmail.com,,,,
Neric Academy,Shankhamul,,4783435,,,,,,
Nerik Academy,Maharajgunj,,16212246,,,sourcesNpabsan,,,
New Age International,Gyaneshwor,,4444325,,,,,,
New Arunodaya English High School,Bijeshwori,,"4275993,4277337",,naehs@wlink.com.np,,,,
New Children English Boarding School,Siraha,,550083,,dr_rks2002@yahoo.com,,,,
New Diamond Academy,PuranoNaikap,,4289990,,,,,,
New Dirghayu Boarding School,Shantinagar,,4620187,,,,,,
New Don Bosco Academy,Putalisadak,,"4426191,4425240",,info@ndba.edu.np,sourcesNpabsan,,,
New Don Bosco School,Bishalnagar,,4419069,,,,,,
New English Boarding School,Janakpur,,521102,,,,,,
New English Sec. School,"Maijubahal,Chabahil",,4484370,,,sourcesNpabsan,,,
New Era Children Academy,"Hatakhola,Sunsari",,"025-582440,583153",,,,,,
New Era English School,Teku,,4241509,,mlshree02@hotmail.com,,,,
New Euro Kids Montessori,"Aloknagar-31,Kathmandu",,9808747443,9801158997,rupeshbcmpl@gmail.com,,,Nepal,
New Generation Int'l Sec. School (NGI),NewNaikap,,4315310,,,,,,
New Himalayan Vidhya Mandir,Samakhusi,,4353065,,,,,,
New Holy Cross Eng. School,Goathar-8,,4990131,,,,,,
New Horizon Academy,Machhegaun,,4330004,,,,,,
New Horizon English School,Kuleshwor,,4278259,,,,,,
New Horizon Higher Secondary School,Butwal,,540602,,,,,,
New Knowledge English Boarding School,Baluwatar,"7612,Ktm",4435547,,nekeb@wlink.com.np,www.nkebhs.edu.np,,,
New Knowledge English School,Chabahil,,4471631,,,sourcesNpabsan,,,
New Leera College,Bhatbhateni,,4411508,,,,,,
New Leera English School,Sankhamul,,4783212,,,sourcesNpabsan,,,
New Life English Secondary School,Khumaltar,"3230,Ktm",5524002,,nlcs@wlink.com.np,,,,
New Light Boarding School,ShankarNagar,,540568,,,,,,
New Lira Secondary Boarding School,BhatBhateni,,4411508,,,,,,
New Millennium Academy,Sukedhara,"2319,Ktm","4418585,4427987",,nmahss@wlink.com.np,www.nima.edu.np,,,
New Millennium School,Kupondole,"20788,Ktm","5542326,9851057973",,prabigya@hotmail.com,,,,
New Model English School,ChipleDhunga,,520484,,,,,,
New Model School,Mahottari,,044-520130,,,,,,
New Moon Boarding School,Pokhara,,521627,,,,,,
New Shrain Academy,Ratopul,,4442171,,,sourcesNpabsan,,,
New Sirjana Pustak Pasal,"Pathari,Morang",,539223,,,,,,
New Vision Academy,Koteshwor,,6216552,,,,,,
New Vision Academy,Satungal,,4310642,,,,,,
New Zenith English Model School,Bhurungkhel,,4249164,,,,,,
Newton Academy,"Anarmani-3,Birtamod",,"023-540196,540576",,,,,,
Next Generation Residential Academy,Yetkha,,4265997,,mail@nextgeneration.edu.np,www.nextgeneration.edu.np,,,
Nexus International Academy,"Pepsicola,Townplanning",,4990303,,,,,,
Nicholson College (HSS),Sallaghari,"54,Bkt","6610662,6615931",,nicholson@enet.com.np,,,,
Nicholson Secondary School,Sallaghari,,"6610662,6615931",,,,,,
Nightingale College,Kupondole,,"5535663,5541420,5551829",,,www.nightingale.edu.np,,,
Nil Gagan Public School,Manamaiju,,4363632,,,,,,
Nil Ganga School,Babarmahal,,"4258349,4256813,4102024",,,sourcesNpabsan,,,
Nil Giri Boarding School,NewRoad,,521627,,,,,,
Nilkantha Higher Secondary School,Dhading,,"010-520106,520119",,,,,,
Nirmal Jana Sewa Higher Secondary,Parbat,,075-520544,,,,,,
Nirmal Secondary School,Jhamsikhel,8975EPC1226,"5521390,5548925",,nirmalschool@fol.com.np,,,,
Nirvana Academy (English Medium Primary School),"Swoyambhu,Kimdole","5728,Ktm","4276826,2180540",,nirvana@wlink.com.np,,4260668,,
Nishith Homes School,Maligaun,,4412850,,,sourcesNpabsan,,,
Nobel Academy Higher Secondary School & College,NewBaneshwor,,"4781401,4781515,4780232,4784076",,principal@nobel.edu.np,www.nobel.edu.np,,,
Nobel Boarding School,Dhanusha,,523498,,,,,,
Nobel School,NewBaneshwor,"12160,Ktm","4781401,4781515,4780232",,nobeljw@nobel.edu.np,,4780927,,
Nobel Village Eng. B. School,Mahadevsthan,,4313534,,,,,,
Norkhil Academy School,Sankhamul,,4108706,,,sourcesNpabsan,,,
North East English School,Bhaktapur,,6613281,,raghav@enet.com.np,,,,
North Point Academy,Gongabu,,4354423,,,,,,
North Point English Boarding Secondary School,"Mechinagar-10,Kakarvitta",,023-562200,,,,,,
North Valley English Sec. School,Dharmasthali,,4025590,,,,,,
North Valley Secondary English School,Dharmasthali,"13948,Ktm",4352021,,,,,,
Notredam Higher Secondary School,Bandipur,,"065-520127,520119",,,,,,
Oasis English School,Tutepani,8975EPC1420,5535858,,,,,,
Occidental Public School,Anamnagar,,"4247668,4226690",,ops@wlink.com.np,www.ops.edu.np,,,
Occidental Public School,Anamangar,13161,"4226690,4247668",,ops@wlink.com.np,www.ops.edu.np,,,
Om Education Academy,Chhetrapati,,4260222,,,,,,
Om Gyan Madir Secondary School,Lokhanthali,,6637065,,,,,,
OOM Boarding House,Biratnagar,,531263,,,,,,
Open House English School,Damaitole,,4262672,,,,,,
Orient College,Maharajgunj,,"4721445,4720158,4720651",,info@orientcollege.com,www.orientcollege.com,,,
Oscar International Academy,Kapan,,"016202386,9841206002",,,,,,
Oxford Academy,Baneshwor,,9841249278,,,sourcesNpabsan,,,
Oxford English Boarding School,Rupandehi,,"541363,544375",,,,,,
Oxford Practical School,Sallaghari,,"6611721,6617680",,oxford_englishschool@hotmail.com,,,,
Oxford Public School,Koteshwor,,4472585,,,sourcesNpabsan,,,
Pabitra Higher Secondary School,"Silgadhi,Doti",,"094-420112,420035",,,,,,
Pabma Chakra School,Phutang,,4026022,,,,,,
Pacific Academy,Shankhamul,,"4784380,4783101",,,,,,
Padam Memorial English School,MilanPath,,521370,,,,,,
Padma English School,Naxal,,4419554,,,,,,
Padma Kanya Secondary School,Dillibazar,,"4413292,4412085",,,,,,
Padma Primary English School,Boudha,,4471373,,,sourcesNpabsan,,,
Padmagyan Mandir School,Sankhamul,,4783677,,,sourcesNpabsan,,,
Padmodaya High School,Putalisadak,,4228681,,,,,,
Padmodaya Public Higher Secondary School,Dang,,083-560212,,,,,,
Paklihawa Madyamik Bidyalaya,Paklihawa,,520959,,,,,,
Palpa Awasiya Secondary School,"Tansen,Palpa",,"075-520282,520426",,,,,,
Panchadev Higher Secondary School,Kalikot,,078-549322,,,,,,
Panchakanya Higher Secondary School,Syanja,,063-429305,,,,,,
Panchakumari Secondary English Boarding School,"Banepa-4,Nayanbasti",,661992,,,,,,
Panchayan Celestial School,Dhapasi-7,"1384,Ktm",4353795,,panchayan@infoclub.com.np,,,,
Panchayat Higher Secondary School,Pathari,,"539204,555150",,,,,,
Panga higher Secondary School,Kirtipur,,4330069,,psschool@wlink.com.np,,,,
Panini Boarding School,Sinamangal,,4479187,,,,,,
Paradise School,Sanepa,"7516,Ktm",5548473,,paradiseschool@gmail.com,,,,
Paragon Public School,Tilganga,"11281,Ktm","4421390,4471891",,paragon@info.com.np,sourcesNpabsan,4495249,,
Paramananda Vidyashram,Golpokho,,4352224,,,sourcesNpabsan,,,
Paramount Academy,Gongabu,,4381034,,,,,,
Paramount English Medium Secondary Boarding School,Kuleshwor,,4278108,,,,,,
Parashar Higher Secondary School,Tanahu,,"065-560171,560231",,,,,,
Paribodh Boarding School,Dhobighat,,5528331,,,,,,
Paropakar Adarsha Higher Secondary School,Bhimsensthan,,4260212,,,,,,
Pasang Lamu Hr. Secondary School,Jorpati,,4361170,,,sourcesNpabsan,,,
Pasang Lhamu Sherpa Memorial College,Gongabu,,4363000,,,,,,
Pascal Int'l Academy,Santinagar,,4464184,,,sourcesNpabsan,,,
Pashchimanchal Higher Secondary School,Gairapatan,"502,Pkr",527444,,pahss@fewanet.com.np,,,,
Pashupati Higher Secondary School,Parbat,,067-420282,,,,,,
Pashupati Mitra Secondary School,Chabahil,,4470434,,,,,,
Pashupati Multiple Campus,Chabahil,,"4470412,4468363/364",,,,,,
Pathfinder Co-Ed School,"Prayagmarg,Battisputali","9244,Ktm",4495308,,rabo@wlink.com.np,,,,
Pathshala Nepal Foundation,NewBaneshwor,"8924,Ktm","4490451,4495653",,info@pathshala.edu.np,www.pathsala.edu.np,,,
Peace Land Academy,Banasthali,,9841231439,,,sourcesNpabsan,,,
Peace Point Boarding School,Sinamangal,"20387,Ktm",4490306,,peacepoint_school@hotmail.com,,,,
Peace Zone Boarding School,Itahari,,580068,,,,,,
Peak Point School,"Karfok,Ilam",,027-540234,,,,,,
Pennwood Academy,SanoGaucharan,,4417339,,info@pennwood.edu.np,,,,
Pentagon International College,Tinkune,,"4462745,4112324,4112325,4112422",,info@pentagonintl.com,"www.pentagon.edu.np,www.pentagonintl.com",,,
People's Campus,Pakanajol,"20336,Ktm","4251990,4251412",,pcampus@wlink.com.np,,4257506,,
Peoples Academy,Shanku,,4450716,,,sourcesNpabsan,,,
Phoenix International Academy,"Satmarg,Sanepa",,552563,,,,,,
Phulchowki Mahavidhalaya,Thaiba,,5560582,,,,,,
Pineridge Academy,Baluwatar,,4415657,,,,,,
Pinnacle Academy Higher Secondary School,Lagankhel,"4765,Ktm","5544023,5544024",,adpinnacle@wlink.com.np,,,,
Pinnacle Scholars' Academy,Kalanki,,4280240,,,,,,
Pioneer International School,Maipi,,9841422609,,,sourcesNpabsan,,,
Pokhara Higher Secondary School,Bagar,,440799,,,,,,
Pokhara Multimodel Higher Secondary School,Pokhara-8,,526948,,,,,,
Prabesh Technical Education PVT.LTD,ChaurjahariRukum,,9779866909956,,lokendraoli4@gmail.com,prabeshÂ¯technicalÂ¯educationÂ¯pvtltd.business.site,,Nepal,
Prabhat English Higher Secondary School,"Byasi,Bhaktapur",,"6610438,6617514",,,,,,
Prabhat High School,Thahity,,4259591,,,,,,
Prabhat Higher Secondary School,"Dehimadaun,Doti",,094-429144,,,,,,
Prabhat Secondary Boarding School,Rautahat,,"055-520236,520316",,,,,,
Pradise Reader's Academy,Thikthan,,4316305,,,,,,
Pragati Higher Secondary School,Ilam,,027-529075,,,,,,
Pragati Higher Secondary School,Balaju,,4350368,,,,,,
Pragati Prabhat Secondary School,"PoolBazar,Banepa",,661038,,,,,,
Pragati Prastabit Secondary School,Hetauda,,520226,,,,,,
Pragya Commerce College,Thamel,,"4417028,4411894",,,,,,
Pragya Higher Secondary Boarding School,Thamel,,"4417028,4411894",,,,,,
Pragya Jyoti English  School,Bijeshwori,,4277720,,School_pragyajyoti@hotmail.com,www.pjes.org,,,
Pragya Jyoti English School,Bijeshwori,,4277720,,school_pragyajyoti@hotmail.com,,,,
Prakash Jyoti Higher Secondary School,Manang,,066-449320,,,,,,
Prasadi Academy Higher Secondary School,Kumaripati,,"5530562,5541117",,info@prasadi.edu.np,,,,
Prasant English Boarding School,Balkhu,,4331708,,,sourcesNpabsan,,,
Prasar Higher Secondary School,Damauli,,065-560190,,,,,,
Pratibha Middle School,Tersapatti,,521546,,,,,,
Premier English Boarding School,"Rajbiraj-5,Saprari",,031-520975,,,,,,
Premier Higher Secondary School,Tinkune,,4484111,,,,,,
Prerana Boarding School,"Maijubahal,Chabahil",,4471647,,,,,,
Prime English School,Tinthana,,4311888,,,,,,
Princenton Boarding School,Sinamangal,,4112093,,,sourcesNpabsan,,,
Princeton College,Kumaripati,,5537556,,,,,,
Princeton International Boarding School,NewBaneshwor,,4107533,,,,,,
Prithivi Cambridge English School,KiratChowk,,524616,,khamtule2@yahoo.com,,,,
Prithivi Higher Secondary School,Baglung,,068-520277,,,,,,
Prithivi Higher Secondary School,Gulmi,,079-529398,,,,,,
Prithivi Higher Secondary School,Khotang,,036-429219,,,,,,
Prithivi Higher Secondary School,Panchthar,,024-529111,,,,,,
Prithvi Cambridge English School,KirantChowk,,524616,,,,,,
Prithwi Secondary Boarding School,Basundhara,,4354163,,prithwi@mos.com.np,,,,
Pritima Sec. School,Sinamangal,,4990011,,,,,,
Prograssive English School,Kathmandu,,"4271188,4276169",,,sourcesNpabsan,,,
Progress Higher Secondary School,Dhobhighat,"20278,Ktm","5550676,5537314",,info@progress.edu.np,www.progress.edu.np,,,
Progressive English Preparatory School,Mahankal,,"2140567,4490080,9851063641",,bparajuli123@hotmail.com,,,,
Prolific English School,Dhumbarahi,"11663,Ktm",4429411,,,,,,
Prolofic Higher Sec. School,Teku,,"4260771,4274690",,,,,,
PTI College,Jawalakhel,,5536298,,aberdeen.aies@gmail.com,,,,
Public Byawasayi Madyamik Bidyalaya,Dharan,,520267,,,,,,
Public Higher Secondary School,Morang,,524955,,,,,,
Public Higher Secondary School,Rupandehi,,529355,,,,,,
Public Madyamik Vidyalaya,Dharan-13,,520416,,,,,,
Public Secondary English School,ChamatiPhant,,"4355224,4357205",,,,,,
Puja English School,Gattaghar,,6631642,,,,,,
Punarbas Higher Secondary School,Kanchanpur,,099-529202,,,,,,
Purbanchal English Boarding High School,"Damak-9,Jhapa",,023-580979,,purbanchal@jhapa.info.com.np,,,,
Purbanchal Gyan Chachhu Bidyalaya,Dharan,,520152,,,,,,
Purbanchal Higher Secondary School,"Chandragadhi,Jhapa",,"023-520427,521146",,,,,,
Purbanchal Science & Management School,Morang,,521170,,,,,,
Purbanchal Vidhya Pratisthan,Morang,,521404,,,,,,
Purnachandi Boarding Higher Secondary School,Purnachandi,,"5538832,5538233",,jmamatya@hotmail.com,www.pubohss.edu.np,5538233,,
Purnatara International Boarding School,Satdobato,,5535409,,purnatara@enet.com.np,,,,
Purneshwor Higher Secondary School,Parbat,,067-420115,,,,,,
Pushpa Kunja High School,Samakhusi,,4350498,,pushpakunja@wlink.com.np,,,,
Pushpanjali Secondary School,Godavari,"559,Ltp",5560121,,puhami@wlink.com.np,,5560643,,
Puspa Kunj School,Subidhanagar,,"4481102,4497433",,,sourcesNpabsan,,,
Puspa Kunja School,Samakhushi,"5811,Ktm",4350498,,puspakunja@wlink.com.np,,,,
Puspa Sadan Boarding High School,Kirtipur,,"4331827,4331917",,,,,,
Pyramid International College,"Pingalasthan,Gaushala",7842,"4477140,4477141,4477142",,info@pyramidinternational.edu.np,www.pyramidinternational.edu.np,4477143,,
Pyramid International Montessori School,MidBaneshwor,,4461305,,,,,,
Radha Krishna Madyamik Bidyalaya,PaniTanki,,522968,,,,,,
Radiant Public B. School,"Sitapaila,Bafal",,4671107,,,,,,
Radiant Readers' Academy,Sanepa,"21838,Ktm","5529757,5541136,5529757",,radiantschool@enet.com.np,www.radiant.edu.np,,,
Rai School,Jorpati,"23229,Ktm","4412510,4911685",,raischool@wlink.com.np,www.raischoolnepal.com,4910232,,
Rainbow English Secondary School,Bhaktapur,,6631134,,,,,,
Rainbow International College,Chhauni,,4280842,,,,,,
Rajarshi Janak Higher Secondary School,Dhanusha,,521860,,,,,,
Raktakali Education Foundation,Khushibu,,"4251733,4249538,4263452",,info@ref.edu.np,www.ref.edu.np,,,
Ram Dhuni English School,"Jhumka,Sunsari",,562076,,,,,,
Rambinay mahato,Dhalkewar,132001,918683027221,9844464533,rambinaymahato@gmail.com,,,Nepal,
Rameshwor Higher Secondary School,Sankhuwasabha,,029-569100,,,,,,
Ramjanaki Secondary Boarding School,Banke,,540036,,,,,,
Ramnarayan Ayodhya Higher Secondary School,Mahottari,,044-529000,,,,,,
Ramshah Higher Secondary School,Tanahu,,065-540084,,,,,,
Ranidevi Lower Secondary School,Ranibari,,4445177,,,,,,
Rapti Vidhya Mandir Awasiya H. Secondary School,Dang,,082-520037,,,,,,
Rarahil Memorial School,Kirtipur,,4330121,,,,,,
Rashmi Secondary School,Swoyambhu,,4270356,,,,,,
Rastriya Higher Secondary School,Kaski,,520271,,,,,,
Rastriya Science & Commerce School,Morang,,526033,,,,,,
Rastriya Sungava Boarding High School,Lampokhari,,4470119,,,,,,
Ratna Rajya Laxmi School,Baneshwor,,4471757,,,,,,
Rato Bangala School,PatanDhoka,,"5534318,5522614",,rbs@mos.com.np,www.ratobangala.org,,,
Rauleshwor Higher Secondary School,"Beldandi-8,Kanchanpur",,099-520165,,,,,,
