Name,Address,City,Country,Phone,P.O.Box,Email,Mobile,Webpage,Fax,Updatedon
Rising Star College of Management,Bafal,Kathmandu,Nepal,"00977-1-4273761,4271467",8974EPC2199,info@risingstar.edu.np,,www.risingstar.edu.np,,2011-06-24
Ritz Hospitality Management College,Balkumari,Lalitpur,Nepal,"5538188,5539060",,info@ritzhospitality.edu.np,,www.ritzhospitality.edu.np,,2011-07-26
Royal Medical College,Kapan,Kathmandu,Nepal,00977-1-4810500,"3874,Ktm",rmcollege@enet.com.np,,www.rmc.edu.np,	00977-1-4810781,2009-11-07
Ruru Sanskrit Vidhyapeeth,Gulmi,Gulmi,Nepal,079-529440,,,,,,2009-11-07
S.S.M. Yadav Campus,Siraha,Siraha,Nepal,033-520082,,,,,,2009-11-07
Sagarmatha College for Higher Studies,Dillibazar,Kathmandu,Nepal,"00977-1-4433810,4433334","19363,Ktm",smcoll@wlink.com.np,,,	00977-1-4433190,2009-11-07
Sagarmatha College of Science & Techology,Sanepa,Kathmandu,Nepal,"00977-1-5527274,5547463","19910,Ktm",info@sagarmatha.edu.np,,www.sagarmatha.edu.np,	00977-1-5548252,2011-08-07
Sagarmatha Engineering College,Sanepa,Lalitpur,Nepal,"5527274,5547463","19910,Ktm",info@sagarmatha.edu.np,,www.sagarmatha.edu.np,	5548252,2010-09-17
Sagarmatha Multiple College,Dillibazar,Kathmandu,Nepal,"00977-1-4433334,4433810","19363,Ktm",smcoll@wlink.com.np,,www.smcollege.edu.np,	00977-1-4433190,2009-11-07
Sagarmatha Technical College,Bharatpur,Chitwan,Nepal,056-526028,,,9855063986,,,2017-07-17
Saheed Campus,"Rampur,Palpa",Palpa,Nepal,075-529412,"19363,Ktm",,,,,2009-11-07
Sahid Smarak College,Kirtipur,Kathmandu,Nepal,00977-1-4333937,,,,,,2009-11-07
Samajik College,Lokanthali,Bhaktapur,Nepal,6638497,,info@samajikcollege.edu.np,,www.samajikcollege.edu.np,,2015-09-25
Samarpan Academy,Dhumbarahi,Kathmandu,Nepal,00977-1-4008181,,info@tuicms.edu.np,"00977-9849480639,9841726441",,,2015-10-06
Sanjeevani College of Medical Sciences (SCMS),"Butwal-12,KalikaNagar",Bhairahawa,Nepal,"071-438654,437092",,info@sanjeevani.edu.np,9857032196,www.sanjeevani.edu.np,	071-438387,2015-09-27
Sankhuwasabha Multiple Campus,"Chainpur,Sankhuwasabha",Bhojpur,Nepal,029-570208,,,,,,2009-11-07
SANN Institute of Nursing (SION),Gairidhara,Kathmandu,Nepal,"00977-1-4258548,4252701,4258552","7157,Ktm",info@sion.edu.np,,www.sion.edu.np,	00977-1-4258547,2009-11-07
Sanothimi Campus,Sanothimi,Bhaktapur,Nepal,"6630790,6610783,6630283",,,,,,2009-11-07
Sarada Vidhyapeeth,Kanchanpur,Kanchanpur,Nepal,099-521061,,,,,,2009-11-07
Saraswati Multiple Campus,LekhnathMarg,Kathmandu,Nepal,"00977-1-4412272,4411971",,,,,,2009-11-07
Sarlahi Campus,Malangwa,Sarlahi,Nepal,046-520373,,,,,,2009-11-07
School of Environmental Science And Management,Mid-Baneshwor,Kathmandu,Nepal,"00977-1-4482475,4465118",,mail@schems.edu.np,,www.schems.edu.np,	00977-1-4465119,2009-11-07
School of Public Health & Technical Studies,Bichbazar,Dhading,Nepal,010-521049,,,,,,2017-07-17
Seabird International HSS/College,MadhyapurThimi,Bhaktapur,Nepal,"6631448,6636567",,info@seabird.edu.np,,www.seabird.edu.np,,2010-09-03
SEI,Putalisadak,Kathmandu,Nepal,"00977-1-4168187,4168317",,sei@enet.com.np,,,,2009-11-07
Seti-Mahakali Nursing Campus,Mahendranagar,Kanchanpur,Nepal,"099-524498,521917",,,,,	099-521501,2009-11-07
Shanker Dev Campus,Putalisadak,Kathmandu,Nepal,"00977-1-4218016,4240556",8974CPC370,info@shankerdevcampus.edu.np,,www.shankerdevcampus.edu.np,,2009-11-07
Shanti Nikunj School,BhagwatiBahal,Kathmandu,Nepal,00977-1-4258145,,,,,,2009-11-07
Sharda University,BuddhaNagar,Kathmandu,Nepal,00977-1-4785557,,,"00977-9843052403,9861436104",www.sharda.ac.in,,2017-08-22
Shepherd College,NewBaneshwor,Kathmandu,Nepal,"00977-1-4488274,4487748","P.O.Box8269,ktm",info@shepherd.edu.np,00977-9843146056,www.shepherd.edu.np,	00977-1-4487748,2009-11-07
Shine International College,NewBaneshwor,Kathmandu,Nepal,00977-1-4782240,,info@sic.edu.np,,www.sic.edu.np,	00977-1-4461609,2011-02-24
Shraddha Institute of Health Science,Thimi,Bhaktapur,Nepal,"6632394,6631613,6639420",,,,,,2017-07-14
Shree Medical & Technical College,Bharatpur-12,Chitwan,Nepal,"056-527897,522911",,,,www.shreemedical.edu.np,,2017-08-22
Shubashree College,Gairigaun,Kathmandu,Nepal,"00977-1-4460397,016221191","4289,Ktm",,,,,2009-11-07
Siddhanath Science Campus,Mahendranagar,Kanchanpur,Nepal,099-521220,,,,,,2009-11-07
Siddhartha Banasthali Science Campus,Balaju,Kathmandu,Nepal,00977-1-4353099,,rupak@siddhartha.wlink.com.np,,,	00977-1-4350078,2009-11-07
Siddhartha College,Bafal,Kathmandu,Nepal,"00977-1-4284666,4278632",,,,,,2010-07-11
Siddhartha Gautam Buddha Campus,Rupandehi,Bhairahawa,Nepal,520135,,,,,,2009-11-07
Siddhartha Multiple Campus,Mahendranagar,Kanchanpur,Nepal,099-521253,,,,,,2009-11-07
Siddhartha Multiple College,Bafal,Kathmandu,Nepal,"00977-1-4284666,4278632",,,,,,2009-11-07
Siddhartha University,Thaina,Kathmandu,Nepal,00977-1-5530607,,siddharthauniversity@hotmail.com,,www.siddharthauniversity.org.np,	00977-1-5534967,2009-11-07
Siddhartha Vanasthali Institute,Balaju,Kathmandu,Nepal,"00977-1-4350075,4350884",,rupak@sidarth.wlink.com.np,,,	00977-1-4352078,2009-11-07
Silkroad International College,Basundhara,Kathmandu,Nepal,00977-1-4374168,,silkroad@sicollege.edu.np,00977-9851024576,www.sicollege.edu.np,,2010-09-21
Silver Mountain Graduate Business School,Lainchour,Kathmandu,Nepal,"00977-1-4415038,4429151","8856,Ktm",info@silvermountain.edu.np,00977-9851049329,www.silvermountain.edu.np,	00977-1-4444086,2009-11-07
Silver Mountain School of Hotel Management (SMSH),Lainchaur,Kathmandu,Nepal,"00977-1-4415038,4429151",,admission@silvermountain.edu.np,,www.silvermountain.edu.np,,2009-11-07
Sindhuli Campus,Sindhuli,Sindhuli,Nepal,047-520147,,,,,,2009-11-07
Sindhuli Multiple College,Kamalamai,Sindhuli,Nepal,047-520066,,,9844040071,,,2010-09-14
Sirius College,Bafal,Kathmandu,Nepal,"00977-1-4272120,4272627",,,,,,2010-07-19
SK College,Gyaneshwor,Kathmandu,Nepal,00977-1-4440992,,,,,,2009-11-07
Skylark College of Management and Technology,Putalisadak,Kathmandu,Nepal,"00977-1-4434833,4438566","23458,Ktm",info@skylarkcollege.edu.np,,www.skylarkcollege.edu.np,,2011-02-15
Snatak Campus,Darchula,Darchula,Nepal,093-420238,,,,,,2009-11-07
Snatakottar Campus,Biratnagar,Biratnagar,Nepal,526327,,,,,,2009-11-07
Soch College of Information Technology,Ranipauwa,Pokhara,Nepal,061-540120,,mail@sochcollege.edu.np,,www.sochcollege.edu.np,,2015-09-25
Softwarica College of IT and E-Commerce,Dillibazar,Kathmandu,Nepal,"00977-1-4441577,4425661",8975EPC5702,info@softwarica.edu.np,,www.softwarica.edu.np,,2009-11-07
Solukhumbhu Campus,"Solu,Solukhumbhu",Solukhumbu,Nepal,038-620225,,,,,,2009-11-07
South Asian Institute of Technology (SAIT),"Sundhara,Patan",Lalitpur,Nepal,5536975,"944,Ktm",info@sait.edu.np,,www.sait.edu.np,	5536975,2009-11-07
Southwestern Business College,Basundhara,Kathmandu,Nepal,"00977-1-4381005,012297876",8975EPC5343,info@swbusinesscollege.edu.np,00977-9867210391,www.swbusinesscollege.edu.np,	00977-1-4356482,2010-07-01
Sringiswor Campus,Gulmi,Gulmi,Nepal,079-529334,,,,,,2009-11-07
SS College,MadhyapurThimi,Kathmandu,Nepal,"00977-1-5639069,5639470",,sscollegethimi14@gmail.com,,,,2017-03-15
St. James College,Siphal,Kathmandu,Nepal,00977-1-4462650,8973NPC808,jansen001@hotmail.com,,www.stjamescollege.com.net,,2009-11-07
St. Lawrence College,Chabahil,Kathmandu,Nepal,"00977-1-4487864,4460996,4469666","1221,Ktm",info@stlawrence.edu.np,,www.stlawrence.edu.np,,2009-11-07
St. Paul College,Lalitpur,Kathmandu,Nepal,00977-1-5536993,,,00977-9841302343,,,2010-07-25
St. Xavier's College,Maitighar,Kathmandu,Nepal,"00977-1-4244636,4221365","7437,Ktm",ktm@sxc.edu.np,,www.sxc.edu.np,,2009-11-07
Star Engineering College,Dhobighat,Kathmandu,Nepal,00977-1-5529246,"3844,Ktm",starenggc@wlink.com.np,,,,2009-11-07
Subhakamana College,MitraPark,Kathmandu,Nepal,00977-1-4487691,,,"00977-9851119398,9841823384",,,2017-10-13
Subhashree Academic International College,Tinkune,Kathmandu,Nepal,"00977-1-4479850,4498538",,nasacollege@yahoo.com,,,,2017-09-13
Sukuna Campus,"Indrapur,Morang",Biratnagar,Nepal,539717,,,,,,2009-11-07
Sunkoshi Campus,"Ratamata,Sindhuli",Sindhuli,Nepal,047-520190,,,,,,2009-11-07
Sunsari Technical College,Laxmisadak,Dharan,Nepal,"025-523262,534013",,,9852020615,www.stc.edu.np,	025-533302,2010-08-02
Sunway International Business School,MidBaneshwor,Kathmandu,Nepal,"00977-1-4464524,4464525",,info@sunway.edu.np,,www.sunway.edu.np,,2011-09-13
Surkhet Campus,Birendranagar,Surkhet,Nepal,"083-520298,520125",,,,,,2009-11-07
Sushma Koirala Memorial Nursing Campus,Battisputali,Kathmandu,Nepal,"00977-1-4489288,4488375",,skmnc_ktm@yahoo.com,,www.skmnc-ktm.com,	00977-1-4421544,2009-11-07
SV Academy Multiple College,NewBaneshwor,Kathmandu,Nepal,"00977-1-47893913,4784444",,mail@svacademy.edu.np,,www.svacademy.edu.np,,2009-11-07
Swami Vivekananda Faculty of Tourism,KediaSewaGram,Birgunj,Nepal,"051-528793,522092",,kedia@atcnet.com.np,,,	051-522086,2009-11-07
Swastik College,Gattaghar,Bhaktapur,Nepal,6635174,,info@swastikcollege.edu.np,,www.swastikcollege.edu.np,,2015-09-25
Sworga Dwari Campus,Pyuthan,Pyuthan,Nepal,086-460089,,,,,,2009-11-07
Tansen Multiple Campus,Palpa,Palpa,Nepal,075-520597,,,,,,2009-11-07
Tej Ganga Mahavidhalaya,Panauti,Banepa,Nepal,011-661028,,,,,,2009-11-07
Thakur Ram Multiple Campus,AdarshaNagar,Birgunj,Nepal,"522187,522580",,,,,,2009-11-07
Thames College,OldBaneshwor,Kathmandu,Nepal,"00977-1-4499324,4464584",,info@thamescollege.edu.np,,www.thamescollege.edu.np,,2010-05-04
Thapathali Campus,Thapathali,Kathmandu,Nepal,"00977-1-4246307,4246465","280,Ktm",tcampus@mos.com.np,,,	00977-1-4247340,2009-11-07
The British College,"TheTradeTower,Thapathali",Kathmandu,Nepal,00977-1-5111100/1/2,,vpariyar@thebritishcollege.edu.np,,www.thebritishcollege.edu.np/,	00977-1-5111103,2015-04-05
The School of Pharmaceutical & Biomedical Sciences,Simalchaur,Pokhara,Nepal,"061-532767,528467",,pubasnet@fewanet.com.np,,,	061-539218,2009-11-07
Tikapur College,"Tikapur,Kailali",Kailali,Nepal,091-560088,,,,,,2009-11-07
Tilottama Campus,"TilottamaNagar,Butwal",Bhairahawa,Nepal,"071-548659,542659",,tillotma_btw@wlink.com,,,	071-548659,2009-11-07
Times Business School,Putalisadak,Kathmandu,Nepal,"00977-1-2040783,4418019",,,,,,2010-01-15
Topper Management College,Sanepa,Lalitpur,Nepal,5527143,,,9841667391,,,2011-02-26
Training Institute for Technical Instruction,Sanothimi,Bhaktapur,Nepal,"6630187,6630409","5694,Ktm",titi@mos.com.np,,www.titi.org.np,	6630289,2009-11-07
Tribhuvan Adarsha Campus,"Putalibazar,Syanja",Syangja,Nepal,063-420214,,,,,,2009-11-07
Tribhuvan Multiple Campus,Palpa,Palpa,Nepal,075-520114,,,,,,2009-11-07
Tribhuvan University,Kirtipur,Kathmandu,Nepal,"00977-1-4330433,4330434","8212,Ktm",vcoffice@healthnet.org.np,,www.tribhuvan-university.edu.np,	00977-1-4331964,2009-11-07
Tribhuvan University (Office of the Examination Controller),Balkhu,Kathmandu,Nepal,00977-1-4283913,,,,,,2009-11-07
Trichandra Multiple Campus,Ghantaghar,Kathmandu,Nepal,00977-1-4244047,,,,,,2009-11-07
Trijuga Janata Campus,Gaighat,Udaypur,Nepal,035-420504,,,,,,2009-11-07
Trinity International College,Dillibazar,Kathmandu,Nepal,"00977-1-4445955,4445956","26111,Ktm",info@trinitycollege.edu.np,,www.trinitycollege.edu.np,	00977-1-4437867,2009-11-07
Triton International College,"Tinkune,Suvidhanagar",Kathmandu,Nepal,"00977-1-4460350,4491735",,info@triton.edu.np,,www.triton.edu.np,,2009-11-07
U2 College,Chabahil,Kathmandu,Nepal,"00977-1-4822911,4812480",,u2infinity@gmail.com,,,,2011-06-02
Udaya Shree Campus,Udayapur,Udaypur,Nepal,035-421037,,,,,,2009-11-07
Uniglobe College,NewBaneshwor,Kathmandu,Nepal,"00977-1-4115690,4115569",,mail@uniglobe.edu.np,,www.uniglobe.edu.np,,2010-08-01
Unique College of Management,Kumaripati,Kathmandu,Nepal,00977-1-5550010,,puspa555@hotmail.com,00977-9841975527,,	00977-1-5525403,2009-11-07
Unique Educational Academy,Rajbiraj,Saptari,Nepal,"031-520531,520662",,,9842820748,,,2009-11-15
United College,Kumaripati,Lalitpur,Nepal,"5537527,5537530,5538938",8978EPC1195,info@united.edu.np,,www.united.edu.np,,2012-04-12
United Technical College,Bharatpur-11,Chitwan,Nepal,"056-526331,056-527982",,unitedtechnicalcollege@gmail.com,9855050860,www.unitedtechnicalcollege.edu.np,,2017-09-05
Universal College,Maitidevi,Kathmandu,Nepal,"00977-1-4442775,4428321","10414,Ktm",univcollege@wlink.com.np,,www.uc.edu.np,	00977-1-4443532,2009-11-07
Universal College of Medical Sciences,Kamaladi,Kathmandu,Nepal,00977-1-4240384,8975EPC5383,uempirektm@wlink.com.np,00977-9851020829,,	00977-1-4254066,2009-11-07
Universal Engineering And Science College,Chakupat,Lalitpur,Nepal,"5260419,5260592",,,,,,2015-09-23
Universal Science College,Chakupat,Kathmandu,Nepal,00977-1-5260419,8975EPC2152,usc@universalsc.edu.np,00977-9851134961,www.universalsc.edu.np,,2011-08-11
University Campus,Kirtipur,Kathmandu,Nepal,00977-1-4331032,,,,,,2009-11-07
University Grants Commission,Sanothimi,Kathmandu,Nepal,"00977-1-6638548,6638549,6638550","10796,Ktm",ugc@ugcnepal.edu.np,,www.ugcnepal.edu.np,	00977-1-6638552,2009-11-07
Urlabari Campus,"Urlabari,Morang",Biratnagar,Nepal,021-540061,,,,,,2009-11-07
V. S. Niketan College,Minbhawan,Kathmandu,Nepal,"00977-1-4495073,4482715","2751,Ktm",vsn@ub.edu.np,,,	00977-1-4478379,2009-11-07
Valley College of Engineering,Koteshwor,Kathmandu,Nepal,00977-1-4602474,,,00977-9741180956,,,2010-09-03
Valley College of Hospitality & Tourism Management,Gyaneshwor,Kathmandu,Nepal,00977-1-4435188,"4901,Ktm",info@vchm.edu.np,,www.vchm.edu.np,,2011-09-15
Valley College of Technical Science,Sitapaila,Kathmandu,Nepal,00977-1-4033127,,info@valleycollege.edu.np,00977-9849550876,www.valleycollege.edu.np,	00977-1-4033115,2009-11-07
Vinayak College of Health Science,Battisputali,Kathmandu,Nepal,"00977-1-4464505,9841295414",8975EPC6001,,,,	00977-1-4482519,2009-11-07
Viswa Niketan Science Campus,Balaju,Kathmandu,Nepal,"00977-1-4350270,4357328","8908,Ktm",ncollege@ncts.edu.np,,,	00977-1-4356571,2009-11-07
Waling Campus,"Waling,Syanja",Syangja,Nepal,063-440224,,,,,,2009-11-07
Welhams College,NewBaneshwor,Kathmandu,Nepal,00977-1-4482982,,welhamscollege@gmail.com,00977-9801021076,www.welhamscollege.com,,2010-07-20
Western Region Engineering Campus,Deep,Pokhara,Nepal,061-440158,,,,,,2009-11-07
Whitehouse College of Science and Engineering,Khumaltar,Lalitpur,Nepal,5548317,"26314,Ktm",bebit@whitehouse.edu.np,,www.whitehouse.edu.np,,2010-04-25
Whitehouse Graduate School of Management,NewBaneshwor,Kathmandu,Nepal,"00977-1-4466531,44665324466533",,gsm@whitehouse.edu.np,,www.whitehouse.edu.np,,2010-07-22
Wittenborg Institute Kathmandu,Thapathali,Kathmandu,Nepal,00977-1-4231710,,info@wittenborgcampus.com.np,,www.wittenborgcampus.com.np,	00977-1-4231710,2009-11-07
Xavier Academy,Lazimpat,Kathmandu,Nepal,"00977-1-4430025,4424289","833,Ktm",info@xa.edu.np,,www.xa.edu.np,	00977-1-4424287,2009-11-07
Xavier International College,Kalopul,Kathmandu,Nepal,"00977-1-4439471,4439472,4439491","23603,Ktm",info@xavier.edu.np,,www.xavier.edu.np,	00977-1-4439492,2009-11-07
Ya. Wa. La. Na. Vidhyapeeth,Mahottari,Sarlahi,Nepal,044-529532,,,,,,2009-11-07
Yeti Health,Lazimpat,Kathmandu,Nepal,"00977-1-4428349,4418134",,info@yhsa.edu.np,,www.yhsa.edu.np,	00977-1-4439512,2009-11-07
Yogendra Thakur Educational Academy,Lahan,Siraha,Nepal,033-560334,,beamael@brt.wlink.com.np,,,,2009-11-07
Youth Vision College,Balaju,Kathmandu,Nepal,00977-1-4353622,,yvc@enet.com.np,,www.youthvisioncollege.com,,2009-11-07
Zenith International College,Tintoliya,Biratnagar,Nepal,021-524731,,zinbrt@wlink.com.np,,,,2011-01-23
Zenith Study Center Pvt. Ltd.,Kupondole,Lalitpur,Nepal,5524901,,admin@nps.edu.np,9841092307,www.nps.edu.np,,2009-11-07
